param,scenario,simulation,peak_coeff,name,n_groups,size,intro_n,r0,delta,est,lower_ci,upper_ci,bias,is_within_ci,significant_delta,significant_est,successes,trials
generation_time,"GT: mean 5, sd 10",22,0.8,A,2,50,1,2,0.818181818181818,1,-0.95,1,-0.181818181818182,TRUE,TRUE,FALSE,1,1
generation_time,"GT: mean 5, sd 10",22,0.8,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",22,0.9,A,2,50,1,2,0.818181818181818,1,-0.683772233983162,1,-0.181818181818182,TRUE,TRUE,FALSE,2,2
generation_time,"GT: mean 5, sd 10",22,0.9,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",22,1,A,2,50,1,2,0.818181818181818,1,-0.683772233983162,1,-0.181818181818182,TRUE,TRUE,FALSE,2,2
generation_time,"GT: mean 5, sd 10",22,1,B,2,50,1,2,-0.818181818181818,1,-1,1,-1.81818181818182,TRUE,TRUE,FALSE,1,1
generation_time,"GT: mean 5, sd 10",23,0.7,A,2,50,1,2,0.818181818181818,1,1,1,-0.181818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",23,0.7,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",23,0.8,A,2,50,1,2,0.818181818181818,1,1,1,-0.181818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",23,0.8,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",23,0.9,A,2,50,1,2,0.818181818181818,1,1,1,-0.181818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",23,0.9,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",23,1,A,2,50,1,2,0.818181818181818,1,1,1,-0.181818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",23,1,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",24,0.7,A,2,50,1,2,0.818181818181818,1,-0.0436475002099628,1,-0.181818181818182,TRUE,TRUE,FALSE,5,5
generation_time,"GT: mean 5, sd 10",24,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
generation_time,"GT: mean 5, sd 10",24,0.8,A,2,50,1,2,0.818181818181818,1,0.180767205549993,1,-0.181818181818182,TRUE,TRUE,TRUE,7,7
generation_time,"GT: mean 5, sd 10",24,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
generation_time,"GT: mean 5, sd 10",24,0.9,A,2,50,1,2,0.818181818181818,1,0.383005784362478,1,-0.181818181818182,TRUE,TRUE,TRUE,10,10
generation_time,"GT: mean 5, sd 10",24,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
generation_time,"GT: mean 5, sd 10",24,1,A,2,50,1,2,0.818181818181818,0.857142857142857,0.322631020136358,0.996386438681749,-0.038961038961039,TRUE,TRUE,TRUE,13,14
generation_time,"GT: mean 5, sd 10",24,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
generation_time,"GT: mean 5, sd 10",25,0.7,A,2,50,1,2,0.818181818181818,1,1,1,-0.181818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",25,0.7,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",25,0.8,A,2,50,1,2,0.818181818181818,1,1,1,-0.181818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",25,0.8,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",25,0.9,A,2,50,1,2,0.818181818181818,1,1,1,-0.181818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",25,0.9,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",25,1,A,2,50,1,2,0.818181818181818,1,1,1,-0.181818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",25,1,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",26,0.7,A,2,50,1,2,0.818181818181818,1,-1,1,-0.181818181818182,TRUE,TRUE,FALSE,1,1
generation_time,"GT: mean 5, sd 10",26,0.7,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",26,0.8,A,2,50,1,2,0.818181818181818,0.333333333333333,-0.811401351899508,0.983192482680775,0.484848484848485,TRUE,TRUE,FALSE,2,3
generation_time,"GT: mean 5, sd 10",26,0.8,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",26,0.9,A,2,50,1,2,0.818181818181818,0.5,-0.611759100633513,0.98738107358058,0.318181818181818,TRUE,TRUE,FALSE,3,4
generation_time,"GT: mean 5, sd 10",26,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
generation_time,"GT: mean 5, sd 10",26,1,A,2,50,1,2,0.818181818181818,0.714285714285714,-0.15744639408639,0.992779406276199,0.103896103896104,TRUE,TRUE,FALSE,6,7
generation_time,"GT: mean 5, sd 10",26,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
generation_time,"GT: mean 5, sd 10",27,0.7,A,2,50,1,2,0.818181818181818,0.75,-0.0530193417504132,0.993680552937496,0.0681818181818182,TRUE,TRUE,FALSE,7,8
generation_time,"GT: mean 5, sd 10",27,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.0436475002099628,0.181818181818182,TRUE,TRUE,FALSE,0,5
generation_time,"GT: mean 5, sd 10",27,0.8,A,2,50,1,2,0.818181818181818,0.75,-0.0530193417504132,0.993680552937496,0.0681818181818182,TRUE,TRUE,FALSE,7,8
generation_time,"GT: mean 5, sd 10",27,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,0.0436475002099628,0.181818181818182,TRUE,TRUE,FALSE,0,5
generation_time,"GT: mean 5, sd 10",27,0.9,A,2,50,1,2,0.818181818181818,0.684210526315789,0.208430897466652,0.932347501996471,0.133971291866029,TRUE,TRUE,TRUE,16,19
generation_time,"GT: mean 5, sd 10",27,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.0436475002099628,0.181818181818182,TRUE,TRUE,FALSE,0,5
generation_time,"GT: mean 5, sd 10",27,1,A,2,50,1,2,0.818181818181818,0.6,0.126771994006663,0.885332005899934,0.218181818181818,TRUE,TRUE,TRUE,16,20
generation_time,"GT: mean 5, sd 10",27,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.0436475002099628,0.181818181818182,TRUE,TRUE,FALSE,0,5
generation_time,"GT: mean 5, sd 10",28,0.7,A,2,50,1,2,0.818181818181818,1,-0.95,1,-0.181818181818182,TRUE,TRUE,FALSE,1,1
generation_time,"GT: mean 5, sd 10",28,0.7,B,2,50,1,2,-0.818181818181818,1,-1,1,-1.81818181818182,TRUE,TRUE,FALSE,1,1
generation_time,"GT: mean 5, sd 10",28,0.8,A,2,50,1,2,0.818181818181818,1,-0.0436475002099628,1,-0.181818181818182,TRUE,TRUE,FALSE,5,5
generation_time,"GT: mean 5, sd 10",28,0.8,B,2,50,1,2,-0.818181818181818,1,-1,1,-1.81818181818182,TRUE,TRUE,FALSE,1,1
generation_time,"GT: mean 5, sd 10",28,0.9,A,2,50,1,2,0.818181818181818,1,-0.0436475002099628,1,-0.181818181818182,TRUE,TRUE,FALSE,5,5
generation_time,"GT: mean 5, sd 10",28,0.9,B,2,50,1,2,-0.818181818181818,1,-1,1,-1.81818181818182,TRUE,TRUE,FALSE,1,1
generation_time,"GT: mean 5, sd 10",28,1,A,2,50,1,2,0.818181818181818,1,0.261166704894362,1,-0.181818181818182,TRUE,TRUE,TRUE,8,8
generation_time,"GT: mean 5, sd 10",28,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
generation_time,"GT: mean 5, sd 10",29,0.7,A,2,50,1,2,0.818181818181818,1,-0.95,1,-0.181818181818182,TRUE,TRUE,FALSE,1,1
generation_time,"GT: mean 5, sd 10",29,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
generation_time,"GT: mean 5, sd 10",29,0.8,A,2,50,1,2,0.818181818181818,1,-0.415196452357427,1,-0.181818181818182,TRUE,TRUE,FALSE,3,3
generation_time,"GT: mean 5, sd 10",29,0.8,B,2,50,1,2,-0.818181818181818,-0.666666666666667,-0.991578510971021,0.28246915799535,-0.151515151515151,TRUE,TRUE,FALSE,1,6
generation_time,"GT: mean 5, sd 10",29,0.9,A,2,50,1,2,0.818181818181818,1,0.327465766240114,1,-0.181818181818182,TRUE,TRUE,TRUE,9,9
generation_time,"GT: mean 5, sd 10",29,0.9,B,2,50,1,2,-0.818181818181818,-0.666666666666667,-0.991578510971021,0.28246915799535,-0.151515151515151,TRUE,TRUE,FALSE,1,6
generation_time,"GT: mean 5, sd 10",29,1,A,2,50,1,2,0.818181818181818,1,0.383005784362478,1,-0.181818181818182,TRUE,TRUE,TRUE,10,10
generation_time,"GT: mean 5, sd 10",29,1,B,2,50,1,2,-0.818181818181818,-0.666666666666667,-0.991578510971021,0.28246915799535,-0.151515151515151,TRUE,TRUE,FALSE,1,6
generation_time,"GT: mean 5, sd 10",30,0.7,A,2,50,1,2,0.818181818181818,1,1,1,-0.181818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",30,0.7,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",30,0.8,A,2,50,1,2,0.818181818181818,1,1,1,-0.181818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",30,0.8,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",30,0.9,A,2,50,1,2,0.818181818181818,1,-0.95,1,-0.181818181818182,TRUE,TRUE,FALSE,1,1
generation_time,"GT: mean 5, sd 10",30,0.9,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",30,1,A,2,50,1,2,0.818181818181818,1,-0.683772233983162,1,-0.181818181818182,TRUE,TRUE,FALSE,2,2
generation_time,"GT: mean 5, sd 10",30,1,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",31,0.7,A,2,50,1,2,0.818181818181818,1,0.0814837471201992,1,-0.181818181818182,TRUE,TRUE,TRUE,6,6
generation_time,"GT: mean 5, sd 10",31,0.7,B,2,50,1,2,-0.818181818181818,-0.5,-0.98738107358058,0.611759100633513,-0.318181818181818,TRUE,TRUE,FALSE,1,4
generation_time,"GT: mean 5, sd 10",31,0.8,A,2,50,1,2,0.818181818181818,1,0.0814837471201992,1,-0.181818181818182,TRUE,TRUE,TRUE,6,6
generation_time,"GT: mean 5, sd 10",31,0.8,B,2,50,1,2,-0.818181818181818,-0.5,-0.98738107358058,0.611759100633513,-0.318181818181818,TRUE,TRUE,FALSE,1,4
generation_time,"GT: mean 5, sd 10",31,0.9,A,2,50,1,2,0.818181818181818,1,0.261166704894362,1,-0.181818181818182,TRUE,TRUE,TRUE,8,8
generation_time,"GT: mean 5, sd 10",31,0.9,B,2,50,1,2,-0.818181818181818,-0.5,-0.98738107358058,0.611759100633513,-0.318181818181818,TRUE,TRUE,FALSE,1,4
generation_time,"GT: mean 5, sd 10",31,1,A,2,50,1,2,0.818181818181818,1,0.470703061205898,1,-0.181818181818182,TRUE,TRUE,TRUE,12,12
generation_time,"GT: mean 5, sd 10",31,1,B,2,50,1,2,-0.818181818181818,-0.5,-0.98738107358058,0.611759100633513,-0.318181818181818,TRUE,TRUE,FALSE,1,4
generation_time,"GT: mean 5, sd 10",32,0.7,A,2,50,1,2,0.818181818181818,0,-0.864828027022914,0.864828027022914,0.818181818181818,TRUE,TRUE,FALSE,2,4
generation_time,"GT: mean 5, sd 10",32,0.7,B,2,50,1,2,-0.818181818181818,-0.666666666666667,-0.991578510971021,0.28246915799535,-0.151515151515151,TRUE,TRUE,FALSE,1,6
generation_time,"GT: mean 5, sd 10",32,0.8,A,2,50,1,2,0.818181818181818,0.5,-0.301711588825648,0.936291947500111,0.318181818181818,TRUE,TRUE,FALSE,6,8
generation_time,"GT: mean 5, sd 10",32,0.8,B,2,50,1,2,-0.818181818181818,-0.666666666666667,-0.991578510971021,0.28246915799535,-0.151515151515151,TRUE,TRUE,FALSE,1,6
generation_time,"GT: mean 5, sd 10",32,0.9,A,2,50,1,2,0.818181818181818,0.6,-0.112190924615283,0.949578547346333,0.218181818181818,TRUE,TRUE,FALSE,8,10
generation_time,"GT: mean 5, sd 10",32,0.9,B,2,50,1,2,-0.818181818181818,-0.714285714285714,-0.992779406276199,0.15744639408639,-0.103896103896104,TRUE,TRUE,FALSE,1,7
generation_time,"GT: mean 5, sd 10",32,1,A,2,50,1,2,0.818181818181818,0.625,0.0870869075367766,0.919052532188108,0.193181818181818,TRUE,TRUE,TRUE,13,16
generation_time,"GT: mean 5, sd 10",32,1,B,2,50,1,2,-0.818181818181818,-0.777777777777778,-0.994381726506802,-0.035006970165326,-0.0404040404040403,TRUE,TRUE,TRUE,1,9
generation_time,"GT: mean 5, sd 10",33,0.7,A,2,50,1,2,0.818181818181818,1,-0.95,1,-0.181818181818182,TRUE,TRUE,FALSE,1,1
generation_time,"GT: mean 5, sd 10",33,0.7,B,2,50,1,2,-0.818181818181818,-0.714285714285714,-0.992779406276199,0.15744639408639,-0.103896103896104,TRUE,TRUE,FALSE,1,7
generation_time,"GT: mean 5, sd 10",33,0.8,A,2,50,1,2,0.818181818181818,0.6,-0.432835872236179,0.989898473241064,0.218181818181818,TRUE,TRUE,FALSE,4,5
generation_time,"GT: mean 5, sd 10",33,0.8,B,2,50,1,2,-0.818181818181818,-0.75,-0.993680552937496,0.0530193417504132,-0.068181818181818,TRUE,TRUE,FALSE,1,8
generation_time,"GT: mean 5, sd 10",33,0.9,A,2,50,1,2,0.818181818181818,0.6,-0.112190924615283,0.949578547346333,0.218181818181818,TRUE,TRUE,FALSE,8,10
generation_time,"GT: mean 5, sd 10",33,0.9,B,2,50,1,2,-0.818181818181818,-0.75,-0.993680552937496,0.0530193417504132,-0.068181818181818,TRUE,TRUE,FALSE,1,8
generation_time,"GT: mean 5, sd 10",33,1,A,2,50,1,2,0.818181818181818,0.666666666666667,0.171645017210452,0.928429833756851,0.151515151515152,TRUE,TRUE,TRUE,15,18
generation_time,"GT: mean 5, sd 10",33,1,B,2,50,1,2,-0.818181818181818,-0.75,-0.993680552937496,0.0530193417504132,-0.068181818181818,TRUE,TRUE,FALSE,1,8
generation_time,"GT: mean 5, sd 10",34,0.7,A,2,50,1,2,0.818181818181818,1,1,1,-0.181818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",34,0.7,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",34,0.8,A,2,50,1,2,0.818181818181818,1,1,1,-0.181818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",34,0.8,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",34,0.9,A,2,50,1,2,0.818181818181818,1,1,1,-0.181818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",34,0.9,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",34,1,A,2,50,1,2,0.818181818181818,1,-1,1,-0.181818181818182,TRUE,TRUE,FALSE,1,1
generation_time,"GT: mean 5, sd 10",34,1,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",35,0.7,A,2,50,1,2,0.818181818181818,1,-0.95,1,-0.181818181818182,TRUE,TRUE,FALSE,1,1
generation_time,"GT: mean 5, sd 10",35,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
generation_time,"GT: mean 5, sd 10",35,0.8,A,2,50,1,2,0.818181818181818,0.333333333333333,-0.811401351899508,0.983192482680775,0.484848484848485,TRUE,TRUE,FALSE,2,3
generation_time,"GT: mean 5, sd 10",35,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
generation_time,"GT: mean 5, sd 10",35,0.9,A,2,50,1,2,0.818181818181818,0.666666666666667,-0.28246915799535,0.991578510971021,0.151515151515152,TRUE,TRUE,FALSE,5,6
generation_time,"GT: mean 5, sd 10",35,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
generation_time,"GT: mean 5, sd 10",35,1,A,2,50,1,2,0.818181818181818,0.833333333333333,0.230407669698112,0.99578481353628,-0.015151515151515,TRUE,TRUE,TRUE,11,12
generation_time,"GT: mean 5, sd 10",35,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
generation_time,"GT: mean 5, sd 10",36,0.7,A,2,50,1,2,0.818181818181818,0.333333333333333,-0.811401351899508,0.983192482680775,0.484848484848485,TRUE,TRUE,FALSE,2,3
generation_time,"GT: mean 5, sd 10",36,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,-0.0814837471201992,0.181818181818182,TRUE,TRUE,TRUE,0,6
generation_time,"GT: mean 5, sd 10",36,0.8,A,2,50,1,2,0.818181818181818,0.333333333333333,-0.811401351899508,0.983192482680775,0.484848484848485,TRUE,TRUE,FALSE,2,3
generation_time,"GT: mean 5, sd 10",36,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,-0.0814837471201992,0.181818181818182,TRUE,TRUE,TRUE,0,6
generation_time,"GT: mean 5, sd 10",36,0.9,A,2,50,1,2,0.818181818181818,0.777777777777778,0.035006970165326,0.994381726506802,0.0404040404040406,TRUE,TRUE,TRUE,8,9
generation_time,"GT: mean 5, sd 10",36,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,-0.0814837471201992,0.181818181818182,TRUE,TRUE,TRUE,0,6
generation_time,"GT: mean 5, sd 10",36,1,A,2,50,1,2,0.818181818181818,0.866666666666667,0.361030866843394,0.996627139517295,-0.0484848484848485,TRUE,TRUE,TRUE,14,15
generation_time,"GT: mean 5, sd 10",36,1,B,2,50,1,2,-0.818181818181818,-1,-1,-0.0814837471201992,0.181818181818182,TRUE,TRUE,TRUE,0,6
generation_time,"GT: mean 5, sd 10",37,0.7,A,2,50,1,2,0.818181818181818,0.2,-0.706734400730654,0.894510098947366,0.618181818181818,TRUE,TRUE,FALSE,3,5
generation_time,"GT: mean 5, sd 10",37,0.7,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",37,0.8,A,2,50,1,2,0.818181818181818,0.2,-0.706734400730654,0.894510098947366,0.618181818181818,TRUE,TRUE,FALSE,3,5
generation_time,"GT: mean 5, sd 10",37,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
generation_time,"GT: mean 5, sd 10",37,0.9,A,2,50,1,2,0.818181818181818,0.5,-0.143716923756378,0.890278710944014,0.318181818181818,TRUE,TRUE,FALSE,9,12
generation_time,"GT: mean 5, sd 10",37,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
generation_time,"GT: mean 5, sd 10",37,1,A,2,50,1,2,0.818181818181818,0.384615384615385,-0.228523323501411,0.818159210855807,0.433566433566434,FALSE,TRUE,FALSE,9,13
generation_time,"GT: mean 5, sd 10",37,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
generation_time,"GT: mean 5, sd 10",38,0.7,A,2,50,1,2,0.818181818181818,1,-0.95,1,-0.181818181818182,TRUE,TRUE,FALSE,1,1
generation_time,"GT: mean 5, sd 10",38,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
generation_time,"GT: mean 5, sd 10",38,0.8,A,2,50,1,2,0.818181818181818,1,-0.683772233983162,1,-0.181818181818182,TRUE,TRUE,FALSE,2,2
generation_time,"GT: mean 5, sd 10",38,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
generation_time,"GT: mean 5, sd 10",38,0.9,A,2,50,1,2,0.818181818181818,1,-0.204729271232949,1,-0.181818181818182,TRUE,TRUE,FALSE,4,4
generation_time,"GT: mean 5, sd 10",38,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.204729271232949,0.181818181818182,TRUE,TRUE,FALSE,0,4
generation_time,"GT: mean 5, sd 10",38,1,A,2,50,1,2,0.818181818181818,0.647058823529412,0.131364254311432,0.924029863858748,0.171122994652407,TRUE,TRUE,TRUE,14,17
generation_time,"GT: mean 5, sd 10",38,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.204729271232949,0.181818181818182,TRUE,TRUE,FALSE,0,4
generation_time,"GT: mean 5, sd 10",39,0.7,A,2,50,1,2,0.818181818181818,1,0.327465766240114,1,-0.181818181818182,TRUE,TRUE,TRUE,9,9
generation_time,"GT: mean 5, sd 10",39,0.7,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",39,0.8,A,2,50,1,2,0.818181818181818,1,0.430171694163691,1,-0.181818181818182,TRUE,TRUE,TRUE,11,11
generation_time,"GT: mean 5, sd 10",39,0.8,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",39,0.9,A,2,50,1,2,0.818181818181818,1,0.430171694163691,1,-0.181818181818182,TRUE,TRUE,TRUE,11,11
generation_time,"GT: mean 5, sd 10",39,0.9,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",39,1,A,2,50,1,2,0.818181818181818,1,0.430171694163691,1,-0.181818181818182,TRUE,TRUE,TRUE,11,11
generation_time,"GT: mean 5, sd 10",39,1,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",40,0.7,A,2,50,1,2,0.818181818181818,-1,-1,0.683772233983162,1.81818181818182,FALSE,TRUE,FALSE,0,2
generation_time,"GT: mean 5, sd 10",40,0.7,B,2,50,1,2,-0.818181818181818,0,-0.97484176581315,0.97484176581315,-0.818181818181818,TRUE,TRUE,FALSE,1,2
generation_time,"GT: mean 5, sd 10",40,0.8,A,2,50,1,2,0.818181818181818,0.428571428571429,-0.419158272525315,0.926614867647829,0.38961038961039,TRUE,TRUE,FALSE,5,7
generation_time,"GT: mean 5, sd 10",40,0.8,B,2,50,1,2,-0.818181818181818,0,-0.97484176581315,0.97484176581315,-0.818181818181818,TRUE,TRUE,FALSE,1,2
generation_time,"GT: mean 5, sd 10",40,0.9,A,2,50,1,2,0.818181818181818,0.454545454545455,-0.219485119144842,0.879564531654187,0.363636363636364,TRUE,TRUE,FALSE,8,11
generation_time,"GT: mean 5, sd 10",40,0.9,B,2,50,1,2,-0.818181818181818,0,-0.97484176581315,0.97484176581315,-0.818181818181818,TRUE,TRUE,FALSE,1,2
generation_time,"GT: mean 5, sd 10",40,1,A,2,50,1,2,0.818181818181818,0.571428571428572,-0.0159513540969437,0.906841424220265,0.246753246753247,TRUE,TRUE,FALSE,11,14
generation_time,"GT: mean 5, sd 10",40,1,B,2,50,1,2,-0.818181818181818,-0.333333333333333,-0.983192482680775,0.811401351899508,-0.484848484848485,TRUE,TRUE,FALSE,1,3
generation_time,"GT: mean 5, sd 10",41,0.7,A,2,50,1,2,0.818181818181818,1,1,1,-0.181818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",41,0.7,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",41,0.8,A,2,50,1,2,0.818181818181818,1,1,1,-0.181818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",41,0.8,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",41,0.9,A,2,50,1,2,0.818181818181818,1,1,1,-0.181818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",41,0.9,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",41,1,A,2,50,1,2,0.818181818181818,1,1,1,-0.181818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",41,1,B,2,50,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
generation_time,"GT: mean 5, sd 10",42,0.7,A,2,50,1,2,0.818181818181818,1,0.261166704894362,1,-0.181818181818182,TRUE,TRUE,TRUE,8,8
generation_time,"GT: mean 5, sd 10",42,0.7,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
generation_time,"GT: mean 5, sd 10",42,0.8,A,2,50,1,2,0.818181818181818,1,0.430171694163691,1,-0.181818181818182,TRUE,TRUE,TRUE,11,11
generation_time,"GT: mean 5, sd 10",42,0.8,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
generation_time,"GT: mean 5, sd 10",42,0.9,A,2,50,1,2,0.818181818181818,1,0.430171694163691,1,-0.181818181818182,TRUE,TRUE,TRUE,11,11
generation_time,"GT: mean 5, sd 10",42,0.9,B,2,50,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
generation_time,"GT: mean 5, sd 10",42,1,A,2,50,1,2,0.818181818181818,1,0.430171694163691,1,-0.181818181818182,TRUE,TRUE,TRUE,11,11
generation_time,"GT: mean 5, sd 10",42,1,B,2,50,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
