param,scenario,simulation,peak_coeff,name,n_groups,size,intro_n,r0,delta,est,lower_ci,upper_ci,bias,is_within_ci,significant_delta,significant_est,successes,trials
Size,Size: 25,29,0.8,B,2,25,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
Size,Size: 25,29,0.9,A,2,25,1,2,0.818181818181818,0.5,-0.611759100633513,0.98738107358058,0.318181818181818,TRUE,TRUE,FALSE,3,4
Size,Size: 25,29,0.9,B,2,25,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
Size,Size: 25,29,1,A,2,25,1,2,0.818181818181818,0.5,-0.301711588825648,0.936291947500111,0.318181818181818,TRUE,TRUE,FALSE,6,8
Size,Size: 25,29,1,B,2,25,1,2,-0.818181818181818,-1,-1,0.204729271232949,0.181818181818182,TRUE,TRUE,FALSE,0,4
Size,Size: 25,30,0.7,A,2,25,1,2,0.818181818181818,1,-0.95,1,-0.181818181818182,TRUE,TRUE,FALSE,1,1
Size,Size: 25,30,0.7,B,2,25,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
Size,Size: 25,30,0.8,A,2,25,1,2,0.818181818181818,0.5,-0.611759100633513,0.98738107358058,0.318181818181818,TRUE,TRUE,FALSE,3,4
Size,Size: 25,30,0.8,B,2,25,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
Size,Size: 25,30,0.9,A,2,25,1,2,0.818181818181818,0.666666666666667,-0.28246915799535,0.991578510971021,0.151515151515152,TRUE,TRUE,FALSE,5,6
Size,Size: 25,30,0.9,B,2,25,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
Size,Size: 25,30,1,A,2,25,1,2,0.818181818181818,0.4,-0.304905700119995,0.866520977644531,0.418181818181818,TRUE,TRUE,FALSE,7,10
Size,Size: 25,30,1,B,2,25,1,2,-0.818181818181818,-1,-1,0.204729271232949,0.181818181818182,TRUE,TRUE,FALSE,0,4
Size,Size: 25,31,0.7,A,2,25,1,2,0.818181818181818,-1,-1,0.95,1.81818181818182,TRUE,TRUE,FALSE,0,1
Size,Size: 25,31,0.7,B,2,25,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Size,Size: 25,31,0.8,A,2,25,1,2,0.818181818181818,0,-0.97484176581315,0.97484176581315,0.818181818181818,TRUE,TRUE,FALSE,1,2
Size,Size: 25,31,0.8,B,2,25,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
Size,Size: 25,31,0.9,A,2,25,1,2,0.818181818181818,-0.333333333333333,-0.983192482680775,0.811401351899508,1.15151515151515,FALSE,TRUE,FALSE,1,3
Size,Size: 25,31,0.9,B,2,25,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
Size,Size: 25,31,1,A,2,25,1,2,0.818181818181818,0.2,-0.706734400730654,0.894510098947366,0.618181818181818,TRUE,TRUE,FALSE,3,5
Size,Size: 25,31,1,B,2,25,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
Size,Size: 25,32,0.7,A,2,25,1,2,0.818181818181818,1,1,1,-0.181818181818182,FALSE,TRUE,TRUE,,
Size,Size: 25,32,0.7,B,2,25,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Size,Size: 25,32,0.8,A,2,25,1,2,0.818181818181818,1,-0.415196452357427,1,-0.181818181818182,TRUE,TRUE,FALSE,3,3
Size,Size: 25,32,0.8,B,2,25,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Size,Size: 25,32,0.9,A,2,25,1,2,0.818181818181818,1,-0.204729271232949,1,-0.181818181818182,TRUE,TRUE,FALSE,4,4
Size,Size: 25,32,0.9,B,2,25,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Size,Size: 25,32,1,A,2,25,1,2,0.818181818181818,1,-0.204729271232949,1,-0.181818181818182,TRUE,TRUE,FALSE,4,4
Size,Size: 25,32,1,B,2,25,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Size,Size: 25,33,0.7,A,2,25,1,2,0.818181818181818,1,-0.683772233983162,1,-0.181818181818182,TRUE,TRUE,FALSE,2,2
Size,Size: 25,33,0.7,B,2,25,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Size,Size: 25,33,0.8,A,2,25,1,2,0.818181818181818,1,-0.683772233983162,1,-0.181818181818182,TRUE,TRUE,FALSE,2,2
Size,Size: 25,33,0.8,B,2,25,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Size,Size: 25,33,0.9,A,2,25,1,2,0.818181818181818,1,-0.0436475002099628,1,-0.181818181818182,TRUE,TRUE,FALSE,5,5
Size,Size: 25,33,0.9,B,2,25,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Size,Size: 25,33,1,A,2,25,1,2,0.818181818181818,1,0.180767205549993,1,-0.181818181818182,TRUE,TRUE,TRUE,7,7
Size,Size: 25,33,1,B,2,25,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Size,Size: 25,34,0.7,A,2,25,1,2,0.818181818181818,1,-0.683772233983162,1,-0.181818181818182,TRUE,TRUE,FALSE,2,2
Size,Size: 25,34,0.7,B,2,25,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
Size,Size: 25,34,0.8,A,2,25,1,2,0.818181818181818,1,-0.415196452357427,1,-0.181818181818182,TRUE,TRUE,FALSE,3,3
Size,Size: 25,34,0.8,B,2,25,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
Size,Size: 25,34,0.9,A,2,25,1,2,0.818181818181818,1,-0.204729271232949,1,-0.181818181818182,TRUE,TRUE,FALSE,4,4
Size,Size: 25,34,0.9,B,2,25,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
Size,Size: 25,34,1,A,2,25,1,2,0.818181818181818,0.714285714285714,-0.15744639408639,0.992779406276199,0.103896103896104,TRUE,TRUE,FALSE,6,7
Size,Size: 25,34,1,B,2,25,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
Size,Size: 25,35,0.7,A,2,25,1,2,0.818181818181818,1,-0.95,1,-0.181818181818182,TRUE,TRUE,FALSE,1,1
Size,Size: 25,35,0.7,B,2,25,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Size,Size: 25,35,0.8,A,2,25,1,2,0.818181818181818,1,-0.683772233983162,1,-0.181818181818182,TRUE,TRUE,FALSE,2,2
Size,Size: 25,35,0.8,B,2,25,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Size,Size: 25,35,0.9,A,2,25,1,2,0.818181818181818,1,-0.683772233983162,1,-0.181818181818182,TRUE,TRUE,FALSE,2,2
Size,Size: 25,35,0.9,B,2,25,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Size,Size: 25,35,1,A,2,25,1,2,0.818181818181818,1,-0.415196452357427,1,-0.181818181818182,TRUE,TRUE,FALSE,3,3
Size,Size: 25,35,1,B,2,25,1,2,-0.818181818181818,-1,-1,0.204729271232949,0.181818181818182,TRUE,TRUE,FALSE,0,4
Size,Size: 25,36,0.7,A,2,25,1,2,0.818181818181818,1,-1,1,-0.181818181818182,TRUE,TRUE,FALSE,1,1
Size,Size: 25,36,0.7,B,2,25,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Size,Size: 25,36,0.8,A,2,25,1,2,0.818181818181818,1,-1,1,-0.181818181818182,TRUE,TRUE,FALSE,2,2
Size,Size: 25,36,0.8,B,2,25,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Size,Size: 25,36,0.9,A,2,25,1,2,0.818181818181818,1,-1,1,-0.181818181818182,TRUE,TRUE,FALSE,4,4
Size,Size: 25,36,0.9,B,2,25,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Size,Size: 25,36,1,A,2,25,1,2,0.818181818181818,1,-1,1,-0.181818181818182,TRUE,TRUE,FALSE,4,4
Size,Size: 25,36,1,B,2,25,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Size,Size: 25,37,0.7,A,2,25,1,2,0.818181818181818,0,-0.97484176581315,0.97484176581315,0.818181818181818,TRUE,TRUE,FALSE,1,2
Size,Size: 25,37,0.7,B,2,25,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Size,Size: 25,37,0.8,A,2,25,1,2,0.818181818181818,0.333333333333333,-0.811401351899508,0.983192482680775,0.484848484848485,TRUE,TRUE,FALSE,2,3
Size,Size: 25,37,0.8,B,2,25,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Size,Size: 25,37,0.9,A,2,25,1,2,0.818181818181818,0.6,-0.432835872236179,0.989898473241064,0.218181818181818,TRUE,TRUE,FALSE,4,5
Size,Size: 25,37,0.9,B,2,25,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Size,Size: 25,37,1,A,2,25,1,2,0.818181818181818,0.714285714285714,-0.15744639408639,0.992779406276199,0.103896103896104,TRUE,TRUE,FALSE,6,7
Size,Size: 25,37,1,B,2,25,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Size,Size: 25,38,0.7,A,2,25,1,2,0.818181818181818,1,-0.95,1,-0.181818181818182,TRUE,TRUE,FALSE,1,1
Size,Size: 25,38,0.7,B,2,25,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Size,Size: 25,38,0.8,A,2,25,1,2,0.818181818181818,0,-0.97484176581315,0.97484176581315,0.818181818181818,TRUE,TRUE,FALSE,1,2
Size,Size: 25,38,0.8,B,2,25,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Size,Size: 25,38,0.9,A,2,25,1,2,0.818181818181818,0.666666666666667,-0.28246915799535,0.991578510971021,0.151515151515152,TRUE,TRUE,FALSE,5,6
Size,Size: 25,38,0.9,B,2,25,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Size,Size: 25,38,1,A,2,25,1,2,0.818181818181818,0.714285714285714,-0.15744639408639,0.992779406276199,0.103896103896104,TRUE,TRUE,FALSE,6,7
Size,Size: 25,38,1,B,2,25,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Size,Size: 25,39,0.7,A,2,25,1,2,0.818181818181818,1,-0.683772233983162,1,-0.181818181818182,TRUE,TRUE,FALSE,2,2
Size,Size: 25,39,0.7,B,2,25,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Size,Size: 25,39,0.8,A,2,25,1,2,0.818181818181818,1,-0.683772233983162,1,-0.181818181818182,TRUE,TRUE,FALSE,2,2
Size,Size: 25,39,0.8,B,2,25,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Size,Size: 25,39,0.9,A,2,25,1,2,0.818181818181818,1,-0.683772233983162,1,-0.181818181818182,TRUE,TRUE,FALSE,2,2
Size,Size: 25,39,0.9,B,2,25,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Size,Size: 25,39,1,A,2,25,1,2,0.818181818181818,1,-0.683772233983162,1,-0.181818181818182,TRUE,TRUE,FALSE,2,2
Size,Size: 25,39,1,B,2,25,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Size,Size: 25,40,0.7,A,2,25,1,2,0.818181818181818,1,-0.683772233983162,1,-0.181818181818182,TRUE,TRUE,FALSE,2,2
Size,Size: 25,40,0.7,B,2,25,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Size,Size: 25,40,0.8,A,2,25,1,2,0.818181818181818,1,-0.415196452357427,1,-0.181818181818182,TRUE,TRUE,FALSE,3,3
Size,Size: 25,40,0.8,B,2,25,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Size,Size: 25,40,0.9,A,2,25,1,2,0.818181818181818,1,0.0814837471201992,1,-0.181818181818182,TRUE,TRUE,TRUE,6,6
Size,Size: 25,40,0.9,B,2,25,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Size,Size: 25,40,1,A,2,25,1,2,0.818181818181818,1,0.180767205549993,1,-0.181818181818182,TRUE,TRUE,TRUE,7,7
Size,Size: 25,40,1,B,2,25,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Size,Size: 25,41,0.7,A,2,25,1,2,0.818181818181818,1,-0.95,1,-0.181818181818182,TRUE,TRUE,FALSE,1,1
Size,Size: 25,41,0.7,B,2,25,1,2,-0.818181818181818,-1,-1,0.204729271232949,0.181818181818182,TRUE,TRUE,FALSE,0,4
Size,Size: 25,41,0.8,A,2,25,1,2,0.818181818181818,0.333333333333333,-0.811401351899508,0.983192482680775,0.484848484848485,TRUE,TRUE,FALSE,2,3
Size,Size: 25,41,0.8,B,2,25,1,2,-0.818181818181818,-1,-1,0.0436475002099628,0.181818181818182,TRUE,TRUE,FALSE,0,5
Size,Size: 25,41,0.9,A,2,25,1,2,0.818181818181818,0.333333333333333,-0.811401351899508,0.983192482680775,0.484848484848485,TRUE,TRUE,FALSE,2,3
Size,Size: 25,41,0.9,B,2,25,1,2,-0.818181818181818,-1,-1,0.0436475002099628,0.181818181818182,TRUE,TRUE,FALSE,0,5
Size,Size: 25,41,1,A,2,25,1,2,0.818181818181818,0.5,-0.611759100633513,0.98738107358058,0.318181818181818,TRUE,TRUE,FALSE,3,4
Size,Size: 25,41,1,B,2,25,1,2,-0.818181818181818,-1,-1,0.0436475002099628,0.181818181818182,TRUE,TRUE,FALSE,0,5
Size,Size: 25,42,0.7,A,2,25,1,2,0.818181818181818,-1,-1,-1,1.81818181818182,FALSE,TRUE,TRUE,1,2
Size,Size: 25,42,0.7,B,2,25,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Size,Size: 25,42,0.8,A,2,25,1,2,0.818181818181818,0,-0.97484176581315,0.97484176581315,0.818181818181818,TRUE,TRUE,FALSE,1,2
Size,Size: 25,42,0.8,B,2,25,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Size,Size: 25,42,0.9,A,2,25,1,2,0.818181818181818,0,-0.97484176581315,0.97484176581315,0.818181818181818,TRUE,TRUE,FALSE,1,2
Size,Size: 25,42,0.9,B,2,25,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Size,Size: 25,42,1,A,2,25,1,2,0.818181818181818,0,-0.97484176581315,0.97484176581315,0.818181818181818,TRUE,TRUE,FALSE,1,2
Size,Size: 25,42,1,B,2,25,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Size,Size: 25,43,0.7,A,2,25,1,2,0.818181818181818,1,-1,1,-0.181818181818182,TRUE,TRUE,FALSE,3,3
Size,Size: 25,43,0.7,B,2,25,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Size,Size: 25,43,0.8,A,2,25,1,2,0.818181818181818,1,-1,1,-0.181818181818182,TRUE,TRUE,FALSE,4,4
Size,Size: 25,43,0.8,B,2,25,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Size,Size: 25,43,0.9,A,2,25,1,2,0.818181818181818,1,-1,1,-0.181818181818182,TRUE,TRUE,FALSE,5,5
Size,Size: 25,43,0.9,B,2,25,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Size,Size: 25,43,1,A,2,25,1,2,0.818181818181818,1,-1,1,-0.181818181818182,TRUE,TRUE,FALSE,8,8
Size,Size: 25,43,1,B,2,25,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Size,Size: 25,44,0.7,A,2,25,1,2,0.818181818181818,0.5,-0.611759100633513,0.98738107358058,0.318181818181818,TRUE,TRUE,FALSE,3,4
Size,Size: 25,44,0.7,B,2,25,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Size,Size: 25,44,0.8,A,2,25,1,2,0.818181818181818,0.5,-0.611759100633513,0.98738107358058,0.318181818181818,TRUE,TRUE,FALSE,3,4
Size,Size: 25,44,0.8,B,2,25,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Size,Size: 25,44,0.9,A,2,25,1,2,0.818181818181818,0.5,-0.611759100633513,0.98738107358058,0.318181818181818,TRUE,TRUE,FALSE,3,4
Size,Size: 25,44,0.9,B,2,25,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Size,Size: 25,44,1,A,2,25,1,2,0.818181818181818,0.666666666666667,-0.28246915799535,0.991578510971021,0.151515151515152,TRUE,TRUE,FALSE,5,6
Size,Size: 25,44,1,B,2,25,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Size,Size: 25,45,0.7,A,2,25,1,2,0.818181818181818,1,-0.95,1,-0.181818181818182,TRUE,TRUE,FALSE,1,1
Size,Size: 25,45,0.7,B,2,25,1,2,-0.818181818181818,1,-1,1,-1.81818181818182,TRUE,TRUE,FALSE,1,1
Size,Size: 25,45,0.8,A,2,25,1,2,0.818181818181818,1,-0.683772233983162,1,-0.181818181818182,TRUE,TRUE,FALSE,2,2
Size,Size: 25,45,0.8,B,2,25,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Size,Size: 25,45,0.9,A,2,25,1,2,0.818181818181818,0.5,-0.611759100633513,0.98738107358058,0.318181818181818,TRUE,TRUE,FALSE,3,4
Size,Size: 25,45,0.9,B,2,25,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Size,Size: 25,45,1,A,2,25,1,2,0.818181818181818,0.666666666666667,-0.28246915799535,0.991578510971021,0.151515151515152,TRUE,TRUE,FALSE,5,6
Size,Size: 25,45,1,B,2,25,1,2,-0.818181818181818,-1,-1,0.95,0.181818181818182,TRUE,TRUE,FALSE,0,1
Size,Size: 25,46,0.7,A,2,25,1,2,0.818181818181818,1,-0.415196452357427,1,-0.181818181818182,TRUE,TRUE,FALSE,3,3
Size,Size: 25,46,0.7,B,2,25,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Size,Size: 25,46,0.8,A,2,25,1,2,0.818181818181818,1,-0.415196452357427,1,-0.181818181818182,TRUE,TRUE,FALSE,3,3
Size,Size: 25,46,0.8,B,2,25,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Size,Size: 25,46,0.9,A,2,25,1,2,0.818181818181818,1,-0.204729271232949,1,-0.181818181818182,TRUE,TRUE,FALSE,4,4
Size,Size: 25,46,0.9,B,2,25,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Size,Size: 25,46,1,A,2,25,1,2,0.818181818181818,0.6,-0.112190924615283,0.949578547346333,0.218181818181818,TRUE,TRUE,FALSE,8,10
Size,Size: 25,46,1,B,2,25,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Size,Size: 25,47,0.7,A,2,25,1,2,0.818181818181818,1,-0.95,1,-0.181818181818182,TRUE,TRUE,FALSE,1,1
Size,Size: 25,47,0.7,B,2,25,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
Size,Size: 25,47,0.8,A,2,25,1,2,0.818181818181818,1,-0.683772233983162,1,-0.181818181818182,TRUE,TRUE,FALSE,2,2
Size,Size: 25,47,0.8,B,2,25,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
Size,Size: 25,47,0.9,A,2,25,1,2,0.818181818181818,1,-0.204729271232949,1,-0.181818181818182,TRUE,TRUE,FALSE,4,4
Size,Size: 25,47,0.9,B,2,25,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
Size,Size: 25,47,1,A,2,25,1,2,0.818181818181818,1,0.0814837471201992,1,-0.181818181818182,TRUE,TRUE,TRUE,6,6
Size,Size: 25,47,1,B,2,25,1,2,-0.818181818181818,-1,-1,0.415196452357427,0.181818181818182,TRUE,TRUE,FALSE,0,3
Size,Size: 25,48,0.7,A,2,25,1,2,0.818181818181818,-0.333333333333333,-0.983192482680775,0.811401351899508,1.15151515151515,FALSE,TRUE,FALSE,1,3
Size,Size: 25,48,0.7,B,2,25,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Size,Size: 25,48,0.8,A,2,25,1,2,0.818181818181818,0,-0.864828027022914,0.864828027022914,0.818181818181818,TRUE,TRUE,FALSE,2,4
Size,Size: 25,48,0.8,B,2,25,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Size,Size: 25,48,0.9,A,2,25,1,2,0.818181818181818,0,-0.864828027022914,0.864828027022914,0.818181818181818,TRUE,TRUE,FALSE,2,4
Size,Size: 25,48,0.9,B,2,25,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Size,Size: 25,48,1,A,2,25,1,2,0.818181818181818,0.2,-0.706734400730654,0.894510098947366,0.618181818181818,TRUE,TRUE,FALSE,3,5
Size,Size: 25,48,1,B,2,25,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Size,Size: 25,49,0.7,A,2,25,1,2,0.818181818181818,-1,-1,-1,1.81818181818182,FALSE,TRUE,TRUE,5,7
Size,Size: 25,49,0.7,B,2,25,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Size,Size: 25,49,0.8,A,2,25,1,2,0.818181818181818,-1,-1,-1,1.81818181818182,FALSE,TRUE,TRUE,6,8
Size,Size: 25,49,0.8,B,2,25,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Size,Size: 25,49,0.9,A,2,25,1,2,0.818181818181818,0.333333333333333,-0.401409887582919,0.850290737160616,0.484848484848485,TRUE,TRUE,FALSE,6,9
Size,Size: 25,49,0.9,B,2,25,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Size,Size: 25,49,1,A,2,25,1,2,0.818181818181818,0.466666666666667,-0.102006482073942,0.844256907417913,0.351515151515152,TRUE,TRUE,FALSE,11,15
Size,Size: 25,49,1,B,2,25,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Size,Size: 25,50,0.7,A,2,25,1,2,0.818181818181818,1,1,1,-0.181818181818182,FALSE,TRUE,TRUE,,
Size,Size: 25,50,0.7,B,2,25,1,2,-0.818181818181818,1,-1,1,-1.81818181818182,TRUE,TRUE,FALSE,2,2
Size,Size: 25,50,0.8,A,2,25,1,2,0.818181818181818,1,-0.95,1,-0.181818181818182,TRUE,TRUE,FALSE,1,1
Size,Size: 25,50,0.8,B,2,25,1,2,-0.818181818181818,1,-1,1,-1.81818181818182,TRUE,TRUE,FALSE,2,2
Size,Size: 25,50,0.9,A,2,25,1,2,0.818181818181818,0,-0.97484176581315,0.97484176581315,0.818181818181818,TRUE,TRUE,FALSE,1,2
Size,Size: 25,50,0.9,B,2,25,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Size,Size: 25,50,1,A,2,25,1,2,0.818181818181818,0.2,-0.706734400730654,0.894510098947366,0.618181818181818,TRUE,TRUE,FALSE,3,5
Size,Size: 25,50,1,B,2,25,1,2,-0.818181818181818,-1,-1,0.683772233983162,0.181818181818182,TRUE,TRUE,FALSE,0,2
Size,Size: 25,51,0.7,A,2,25,1,2,0.818181818181818,1,1,1,-0.181818181818182,FALSE,TRUE,TRUE,,
Size,Size: 25,51,0.7,B,2,25,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Size,Size: 25,51,0.8,A,2,25,1,2,0.818181818181818,1,1,1,-0.181818181818182,FALSE,TRUE,TRUE,,
Size,Size: 25,51,0.8,B,2,25,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Size,Size: 25,51,0.9,A,2,25,1,2,0.818181818181818,1,-0.95,1,-0.181818181818182,TRUE,TRUE,FALSE,1,1
Size,Size: 25,51,0.9,B,2,25,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Size,Size: 25,51,1,A,2,25,1,2,0.818181818181818,1,-0.95,1,-0.181818181818182,TRUE,TRUE,FALSE,1,1
Size,Size: 25,51,1,B,2,25,1,2,-0.818181818181818,1,1,1,-1.81818181818182,FALSE,TRUE,TRUE,,
Size,Size: 25,52,0.7,A,2,25,1,2,0.818181818181818,1,-0.683772233983162,1,-0.181818181818182,TRUE,TRUE,FALSE,2,2
Size,Size: 25,52,0.7,B,2,25,1,2,-0.818181818181818,0,-0.97484176581315,0.97484176581315,-0.818181818181818,TRUE,TRUE,FALSE,1,2
Size,Size: 25,52,0.8,A,2,25,1,2,0.818181818181818,0.6,-0.432835872236179,0.989898473241064,0.218181818181818,TRUE,TRUE,FALSE,4,5
Size,Size: 25,52,0.8,B,2,25,1,2,-0.818181818181818,0.333333333333333,-0.811401351899508,0.983192482680775,-1.15151515151515,FALSE,TRUE,FALSE,2,3
Size,Size: 25,52,0.9,A,2,25,1,2,0.818181818181818,0.333333333333333,-0.554443808992976,0.913456263414517,0.484848484848485,TRUE,TRUE,FALSE,4,6
Size,Size: 25,52,0.9,B,2,25,1,2,-0.818181818181818,0,-0.864828027022914,0.864828027022914,-0.818181818181818,TRUE,TRUE,FALSE,2,4
Size,Size: 25,52,1,A,2,25,1,2,0.818181818181818,0.333333333333333,-0.554443808992976,0.913456263414517,0.484848484848485,TRUE,TRUE,FALSE,4,6
