name,peak_coeff,est,lower_ci,upper_ci,successes,trials,scenario,simulation
A,1,0.703703703703704,0.325378271951511,0.916225207052466,23,27,Single Introduction Group B,31
B,1,-1,-1,0.204729271232949,0,4,Single Introduction Group B,31
A,0.7,1,-1,1,8,8,Single Introduction Group B,32
B,0.7,1,1,1,,,Single Introduction Group B,32
A,0.8,1,-1,1,9,9,Single Introduction Group B,32
B,0.8,1,1,1,,,Single Introduction Group B,32
A,0.9,1,-1,1,13,13,Single Introduction Group B,32
B,0.9,1,1,1,,,Single Introduction Group B,32
A,1,1,-1,1,15,15,Single Introduction Group B,32
B,1,1,1,1,,,Single Introduction Group B,32
A,0.7,-1,-1,-1,7,8,Single Introduction Group B,33
B,0.7,1,1,1,,,Single Introduction Group B,33
A,0.8,-1,-1,-1,12,13,Single Introduction Group B,33
B,0.8,1,1,1,,,Single Introduction Group B,33
A,0.9,-1,-1,-1,13,14,Single Introduction Group B,33
B,0.9,1,1,1,,,Single Introduction Group B,33
A,1,-1,-1,-1,19,21,Single Introduction Group B,33
B,1,1,1,1,,,Single Introduction Group B,33
A,0.7,-1,-1,-1,7,8,Single Introduction Group B,34
B,0.7,1,1,1,,,Single Introduction Group B,34
A,0.8,-1,-1,-1,9,10,Single Introduction Group B,34
B,0.8,1,1,1,,,Single Introduction Group B,34
A,0.9,0.875,0.395358523130936,0.996837776554468,15,16,Single Introduction Group B,34
B,0.9,-1,-1,0.95,0,1,Single Introduction Group B,34
A,1,0.818181818181818,0.416774516892133,0.977588827951698,20,22,Single Introduction Group B,34
B,1,-1,-1,0.95,0,1,Single Introduction Group B,34
A,0.7,1,-1,1,6,6,Single Introduction Group B,35
B,0.7,1,1,1,,,Single Introduction Group B,35
A,0.8,1,-1,1,8,8,Single Introduction Group B,35
B,0.8,1,1,1,,,Single Introduction Group B,35
A,0.9,1,-1,1,9,9,Single Introduction Group B,35
B,0.9,1,1,1,,,Single Introduction Group B,35
A,1,1,-1,1,18,18,Single Introduction Group B,35
B,1,1,1,1,,,Single Introduction Group B,35
A,0.7,-1,-1,-1,7,8,Single Introduction Group B,36
B,0.7,1,1,1,,,Single Introduction Group B,36
A,0.8,-1,-1,-1,9,10,Single Introduction Group B,36
B,0.8,1,1,1,,,Single Introduction Group B,36
A,0.9,-1,-1,-1,14,15,Single Introduction Group B,36
B,0.9,1,1,1,,,Single Introduction Group B,36
A,1,-1,-1,-1,21,22,Single Introduction Group B,36
B,1,1,1,1,,,Single Introduction Group B,36
A,0.7,-1,-1,-1,5,7,Single Introduction Group B,37
B,0.7,1,1,1,,,Single Introduction Group B,37
A,0.8,-1,-1,-1,8,10,Single Introduction Group B,37
B,0.8,1,1,1,,,Single Introduction Group B,37
A,0.9,-1,-1,-1,10,12,Single Introduction Group B,37
B,0.9,1,1,1,,,Single Introduction Group B,37
A,1,0.777777777777778,0.305759122782656,0.972497568671271,16,18,Single Introduction Group B,37
B,1,1,1,1,,,Single Introduction Group B,37
A,0.7,-1,-1,-1,11,12,Single Introduction Group B,38
B,0.7,1,1,1,,,Single Introduction Group B,38
A,0.8,-1,-1,-1,12,14,Single Introduction Group B,38
B,0.8,1,1,1,,,Single Introduction Group B,38
A,0.9,0.777777777777778,0.305759122782656,0.972497568671271,16,18,Single Introduction Group B,38
B,0.9,-1,-1,0.683772233983162,0,2,Single Introduction Group B,38
A,1,0.8,0.366034571961835,0.97530294565941,18,20,Single Introduction Group B,38
B,1,-1,-1,0.683772233983162,0,2,Single Introduction Group B,38
A,0.7,-1,-1,-1,8,9,Single Introduction Group B,39
B,0.7,1,1,1,,,Single Introduction Group B,39
A,0.8,-1,-1,-1,12,13,Single Introduction Group B,39
B,0.8,1,1,1,,,Single Introduction Group B,39
A,0.9,-1,-1,-1,19,21,Single Introduction Group B,39
B,0.9,1,1,1,,,Single Introduction Group B,39
A,1,-1,-1,-1,21,23,Single Introduction Group B,39
B,1,-1,-1,0.95,0,1,Single Introduction Group B,39
A,0.7,1,-1,1,14,14,Single Introduction Group B,40
B,0.7,1,1,1,,,Single Introduction Group B,40
A,0.8,1,-1,1,14,14,Single Introduction Group B,40
B,0.8,1,1,1,,,Single Introduction Group B,40
A,0.9,-1,-1,-1,19,20,Single Introduction Group B,40
B,0.9,1,1,1,,,Single Introduction Group B,40
A,1,-1,-1,-1,23,24,Single Introduction Group B,40
B,1,1,1,1,,,Single Introduction Group B,40
A,0.7,1,-1,1,5,5,Single Introduction Group B,41
B,0.7,1,1,1,,,Single Introduction Group B,41
A,0.8,1,-1,1,10,10,Single Introduction Group B,41
B,0.8,1,1,1,,,Single Introduction Group B,41
A,0.9,1,-1,1,17,17,Single Introduction Group B,41
B,0.9,1,1,1,,,Single Introduction Group B,41
A,1,-1,-1,-1,22,23,Single Introduction Group B,41
B,1,1,1,1,,,Single Introduction Group B,41
A,0.7,1,-1,1,7,7,Single Introduction Group B,42
B,0.7,1,1,1,,,Single Introduction Group B,42
A,0.8,-1,-1,-1,10,11,Single Introduction Group B,42
B,0.8,1,1,1,,,Single Introduction Group B,42
A,0.9,-1,-1,-1,11,12,Single Introduction Group B,42
B,0.9,1,1,1,,,Single Introduction Group B,42
A,1,0.692307692307692,0.0910578886468847,0.961586656034943,11,13,Single Introduction Group B,42
B,1,1,1,1,,,Single Introduction Group B,42
A,0.7,-1,-1,-1,7,8,Single Introduction Group B,43
B,0.7,1,1,1,,,Single Introduction Group B,43
A,0.8,-1,-1,-1,8,9,Single Introduction Group B,43
B,0.8,1,1,1,,,Single Introduction Group B,43
A,0.9,-1,-1,-1,9,10,Single Introduction Group B,43
B,0.9,1,1,1,,,Single Introduction Group B,43
A,1,0.625,0.0870869075367766,0.919052532188108,13,16,Single Introduction Group B,43
B,1,1,1,1,,,Single Introduction Group B,43
A,0.7,1,-1,1,6,6,Single Introduction Group B,44
B,0.7,1,1,1,,,Single Introduction Group B,44
A,0.8,-1,-1,-1,11,12,Single Introduction Group B,44
B,0.8,1,1,1,,,Single Introduction Group B,44
A,0.9,0.846153846153846,0.279405129464245,0.996108743005307,12,13,Single Introduction Group B,44
B,0.9,0,-0.97484176581315,0.97484176581315,1,2,Single Introduction Group B,44
A,1,0.777777777777778,0.305759122782656,0.972497568671271,16,18,Single Introduction Group B,44
B,1,-0.6,-0.989898473241064,0.432835872236179,1,5,Single Introduction Group B,44
A,0.7,1,-1,1,7,7,Single Introduction Group B,45
B,0.7,1,1,1,,,Single Introduction Group B,45
A,0.8,-1,-1,-1,7,9,Single Introduction Group B,45
B,0.8,1,1,1,,,Single Introduction Group B,45
A,0.9,-1,-1,-1,12,16,Single Introduction Group B,45
B,0.9,1,1,1,,,Single Introduction Group B,45
A,1,0.636363636363637,0.194308433844257,0.896265401375126,18,22,Single Introduction Group B,45
B,1,-1,-1,0.683772233983162,0,2,Single Introduction Group B,45
A,0.7,1,1,1,,,Single Introduction Group B,46
B,0.7,1,1,1,,,Single Introduction Group B,46
A,0.8,1,1,1,,,Single Introduction Group B,46
B,0.8,1,1,1,,,Single Introduction Group B,46
A,0.9,1,1,1,,,Single Introduction Group B,46
B,0.9,1,1,1,,,Single Introduction Group B,46
A,1,1,1,1,,,Single Introduction Group B,46
B,1,1,1,1,,,Single Introduction Group B,46
A,0.7,-1,-1,-1,7,8,Single Introduction Group B,47
B,0.7,1,1,1,,,Single Introduction Group B,47
A,0.8,-1,-1,-1,10,11,Single Introduction Group B,47
B,0.8,1,1,1,,,Single Introduction Group B,47
A,0.9,-1,-1,-1,12,13,Single Introduction Group B,47
B,0.9,1,1,1,,,Single Introduction Group B,47
A,1,0.894736842105263,0.479438691609572,0.997336742391641,18,19,Single Introduction Group B,47
B,1,-1,-1,0.95,0,1,Single Introduction Group B,47
A,0.7,1,1,1,,,Single Introduction Group B,48
B,0.7,1,1,1,,,Single Introduction Group B,48
A,0.8,1,1,1,,,Single Introduction Group B,48
B,0.8,1,1,1,,,Single Introduction Group B,48
A,0.9,1,1,1,,,Single Introduction Group B,48
B,0.9,1,1,1,,,Single Introduction Group B,48
A,1,1,1,1,,,Single Introduction Group B,48
B,1,1,1,1,,,Single Introduction Group B,48
A,0.7,-1,-1,-1,7,9,Single Introduction Group B,49
B,0.7,1,1,1,,,Single Introduction Group B,49
A,0.8,0.636363636363637,-0.0355117047203452,0.954337603400081,9,11,Single Introduction Group B,49
B,0.8,1,1,1,,,Single Introduction Group B,49
A,0.9,0.692307692307692,0.0910578886468847,0.961586656034943,11,13,Single Introduction Group B,49
B,0.9,0,-0.97484176581315,0.97484176581315,1,2,Single Introduction Group B,49
A,1,0.818181818181818,0.416774516892133,0.977588827951698,20,22,Single Introduction Group B,49
B,1,-0.5,-0.98738107358058,0.611759100633513,1,4,Single Introduction Group B,49
A,0.7,-1,-1,-1,6,8,Single Introduction Group B,50
B,0.7,-1,-1,0.95,0,1,Single Introduction Group B,50
A,0.8,0.5,-0.301711588825648,0.936291947500111,6,8,Single Introduction Group B,50
B,0.8,-1,-1,0.204729271232949,0,4,Single Introduction Group B,50
A,0.9,0.692307692307692,0.0910578886468847,0.961586656034943,11,13,Single Introduction Group B,50
B,0.9,-1,-1,0.0436475002099628,0,5,Single Introduction Group B,50
A,1,0.684210526315789,0.208430897466652,0.932347501996471,16,19,Single Introduction Group B,50
B,1,-1,-1,0.0436475002099628,0,5,Single Introduction Group B,50
A,0.7,0.555555555555556,-0.200187147432624,0.943710053044203,7,9,Single Introduction Group B,51
B,0.7,1,1,1,,,Single Introduction Group B,51
A,0.8,0.454545454545455,-0.219485119144842,0.879564531654187,8,11,Single Introduction Group B,51
B,0.8,-1,-1,0.95,0,1,Single Introduction Group B,51
A,0.9,0.571428571428572,-0.0159513540969437,0.906841424220265,11,14,Single Introduction Group B,51
B,0.9,-1,-1,0.95,0,1,Single Introduction Group B,51
A,1,0.625,0.0870869075367766,0.919052532188108,13,16,Single Introduction Group B,51
B,1,-1,-1,0.95,0,1,Single Introduction Group B,51
A,0.7,1,-1,1,8,8,Single Introduction Group B,52
B,0.7,1,1,1,,,Single Introduction Group B,52
A,0.8,1,-1,1,9,9,Single Introduction Group B,52
B,0.8,1,1,1,,,Single Introduction Group B,52
A,0.9,1,-1,1,12,12,Single Introduction Group B,52
B,0.9,1,1,1,,,Single Introduction Group B,52
A,1,-1,-1,-1,17,18,Single Introduction Group B,52
B,1,1,1,1,,,Single Introduction Group B,52
A,0.7,0.714285714285714,-0.15744639408639,0.992779406276199,6,7,Single Introduction Group B,53
B,0.7,1,1,1,,,Single Introduction Group B,53
A,0.8,0.777777777777778,0.035006970165326,0.994381726506802,8,9,Single Introduction Group B,53
B,0.8,1,1,1,,,Single Introduction Group B,53
A,0.9,0.636363636363637,-0.0355117047203452,0.954337603400081,9,11,Single Introduction Group B,53
B,0.9,-0.333333333333333,-0.983192482680775,0.811401351899508,1,3,Single Introduction Group B,53
A,1,0.7,0.242146346909372,0.935858125629073,17,20,Single Introduction Group B,53
B,1,-0.333333333333333,-0.983192482680775,0.811401351899508,1,3,Single Introduction Group B,53
A,0.7,0.333333333333333,-0.554443808992976,0.913456263414517,4,6,Single Introduction Group B,54
B,0.7,-1,-1,0.95,0,1,Single Introduction Group B,54
A,0.8,0.428571428571429,-0.419158272525315,0.926614867647829,5,7,Single Introduction Group B,54
B,0.8,-1,-1,0.683772233983162,0,2,Single Introduction Group B,54
A,0.9,0.555555555555556,-0.200187147432624,0.943710053044203,7,9,Single Introduction Group B,54
B,0.9,-1,-1,0.683772233983162,0,2,Single Introduction Group B,54
A,1,0.5,-0.143716923756378,0.890278710944014,9,12,Single Introduction Group B,54
B,1,-1,-1,0.415196452357427,0,3,Single Introduction Group B,54
A,0.7,-1,-1,-1,7,8,Single Introduction Group B,55
B,0.7,1,1,1,,,Single Introduction Group B,55
A,0.8,0.636363636363637,-0.0355117047203452,0.954337603400081,9,11,Single Introduction Group B,55
B,0.8,1,1,1,,,Single Introduction Group B,55
A,0.9,0.5,-0.143716923756378,0.890278710944014,9,12,Single Introduction Group B,55
B,0.9,1,1,1,,,Single Introduction Group B,55
A,1,0.5,0.0179082565840849,0.826857061797131,15,20,Single Introduction Group B,55
B,1,-1,-1,0.95,0,1,Single Introduction Group B,55
A,0.7,1,-1,1,9,9,Single Introduction Group B,56
B,0.7,1,1,1,,,Single Introduction Group B,56
A,0.8,1,-1,1,11,11,Single Introduction Group B,56
B,0.8,1,1,1,,,Single Introduction Group B,56
A,0.9,-1,-1,-1,16,17,Single Introduction Group B,56
B,0.9,1,1,1,,,Single Introduction Group B,56
A,1,-1,-1,-1,21,22,Single Introduction Group B,56
B,1,1,1,1,,,Single Introduction Group B,56
A,0.7,1,-1,1,8,8,Single Introduction Group B,57
B,0.7,1,1,1,,,Single Introduction Group B,57
A,0.8,-1,-1,-1,11,12,Single Introduction Group B,57
B,0.8,1,1,1,,,Single Introduction Group B,57
A,0.9,0.647058823529412,0.131364254311432,0.924029863858748,14,17,Single Introduction Group B,57
B,0.9,1,1,1,,,Single Introduction Group B,57
A,1,0.714285714285714,0.273152025966038,0.939022064756969,18,21,Single Introduction Group B,57
B,1,1,1,1,,,Single Introduction Group B,57
A,0.7,-1,-1,-1,6,7,Single Introduction Group B,58
B,0.7,1,1,1,,,Single Introduction Group B,58
A,0.8,-1,-1,-1,10,11,Single Introduction Group B,58
B,0.8,1,1,1,,,Single Introduction Group B,58
A,0.9,-1,-1,-1,15,17,Single Introduction Group B,58
B,0.9,1,1,1,,,Single Introduction Group B,58
A,1,-1,-1,-1,18,21,Single Introduction Group B,58
B,1,1,1,1,,,Single Introduction Group B,58
A,0.7,1,-1,1,3,3,Single Introduction Group B,59
B,0.7,1,1,1,,,Single Introduction Group B,59
A,0.8,1,-1,1,3,3,Single Introduction Group B,59
B,0.8,1,1,1,,,Single Introduction Group B,59
A,0.9,1,-1,1,4,4,Single Introduction Group B,59
B,0.9,1,1,1,,,Single Introduction Group B,59
A,1,1,-1,1,4,4,Single Introduction Group B,59
B,1,1,1,1,,,Single Introduction Group B,59
A,0.7,1,-1,1,6,6,Single Introduction Group B,60
B,0.7,1,1,1,,,Single Introduction Group B,60
A,0.8,1,-1,1,7,7,Single Introduction Group B,60
B,0.8,1,1,1,,,Single Introduction Group B,60
A,0.9,1,-1,1,10,10,Single Introduction Group B,60
B,0.9,1,1,1,,,Single Introduction Group B,60
A,1,-1,-1,-1,12,13,Single Introduction Group B,60
B,1,-1,-1,0.95,0,1,Single Introduction Group B,60
A,0.7,0.75,-0.0530193417504132,0.993680552937496,7,8,Single Introduction Group B,61
B,0.7,1,1,1,,,Single Introduction Group B,61
A,0.8,0.8,0.109967765943609,0.994942842911076,9,10,Single Introduction Group B,61
B,0.8,-1,-1,0.95,0,1,Single Introduction Group B,61
A,0.9,0.692307692307692,0.0910578886468847,0.961586656034943,11,13,Single Introduction Group B,61
B,0.9,-1,-1,0.95,0,1,Single Introduction Group B,61
A,1,0.777777777777778,0.305759122782656,0.972497568671271,16,18,Single Introduction Group B,61
B,1,-1,-1,0.95,0,1,Single Introduction Group B,61
A,0.7,-1,-1,-1,9,10,Single Introduction Group B,62
B,0.7,1,1,1,,,Single Introduction Group B,62
A,0.8,-1,-1,-1,10,11,Single Introduction Group B,62
B,0.8,1,1,1,,,Single Introduction Group B,62
A,0.9,-1,-1,-1,13,14,Single Introduction Group B,62
B,0.9,-1,-1,0.95,0,1,Single Introduction Group B,62
A,1,0.9,0.502534474455945,0.997469821004101,19,20,Single Introduction Group B,62
B,1,-1,-1,0.204729271232949,0,4,Single Introduction Group B,62
A,0.7,-1,-1,-1,6,7,Single Introduction Group B,63
B,0.7,1,1,1,,,Single Introduction Group B,63
A,0.8,-1,-1,-1,10,11,Single Introduction Group B,63
B,0.8,1,1,1,,,Single Introduction Group B,63
A,0.9,-1,-1,-1,15,16,Single Introduction Group B,63
B,0.9,1,1,1,,,Single Introduction Group B,63
A,1,0.9,0.502534474455945,0.997469821004101,19,20,Single Introduction Group B,63
B,1,-1,-1,0.95,0,1,Single Introduction Group B,63
A,0.7,1,-1,1,10,10,Single Introduction Group B,64
B,0.7,1,1,1,,,Single Introduction Group B,64
A,0.8,1,-1,1,10,10,Single Introduction Group B,64
B,0.8,1,1,1,,,Single Introduction Group B,64
A,0.9,1,-1,1,16,16,Single Introduction Group B,64
B,0.9,1,1,1,,,Single Introduction Group B,64
A,1,-1,-1,-1,19,21,Single Introduction Group B,64
B,1,1,1,1,,,Single Introduction Group B,64
A,0.7,-1,-1,-1,9,10,Single Introduction Group B,65
B,0.7,1,1,1,,,Single Introduction Group B,65
A,0.8,-1,-1,-1,9,10,Single Introduction Group B,65
B,0.8,1,1,1,,,Single Introduction Group B,65
A,0.9,0.75,0.233047526301473,0.968972792369172,14,16,Single Introduction Group B,65
B,0.9,-1,-1,0.95,0,1,Single Introduction Group B,65
A,1,0.636363636363637,0.194308433844257,0.896265401375126,18,22,Single Introduction Group B,65
B,1,-1,-1,0.95,0,1,Single Introduction Group B,65
A,0.7,1,1,1,,,Single Introduction Group B,66
B,0.7,1,1,1,,,Single Introduction Group B,66
A,0.8,1,1,1,,,Single Introduction Group B,66
B,0.8,1,1,1,,,Single Introduction Group B,66
A,0.9,1,1,1,,,Single Introduction Group B,66
B,0.9,1,1,1,,,Single Introduction Group B,66
A,1,1,1,1,,,Single Introduction Group B,66
B,1,1,1,1,,,Single Introduction Group B,66
A,0.7,-1,-1,-1,11,12,Single Introduction Group B,67
B,0.7,1,1,1,,,Single Introduction Group B,67
A,0.8,-1,-1,-1,14,15,Single Introduction Group B,67
B,0.8,1,1,1,,,Single Introduction Group B,67
A,0.9,-1,-1,-1,18,19,Single Introduction Group B,67
B,0.9,1,1,1,,,Single Introduction Group B,67
A,1,-1,-1,-1,18,19,Single Introduction Group B,67
B,1,-1,-1,0.683772233983162,0,2,Single Introduction Group B,67
A,0.7,1,-1,1,7,7,Single Introduction Group B,68
B,0.7,1,1,1,,,Single Introduction Group B,68
A,0.8,-1,-1,-1,10,11,Single Introduction Group B,68
B,0.8,1,1,1,,,Single Introduction Group B,68
A,0.9,-1,-1,-1,12,13,Single Introduction Group B,68
B,0.9,1,1,1,,,Single Introduction Group B,68
A,1,-1,-1,-1,15,16,Single Introduction Group B,68
B,1,1,-0.95,1,1,1,Single Introduction Group B,68
A,0.7,0.5,-0.143716923756378,0.890278710944014,9,12,Single Introduction Group B,69
B,0.7,1,1,1,,,Single Introduction Group B,69
A,0.8,0.6,0.038217732386294,0.913375989788327,12,15,Single Introduction Group B,69
B,0.8,-1,-1,0.95,0,1,Single Introduction Group B,69
A,0.9,0.578947368421053,0.0886938362169886,0.878950924581421,15,19,Single Introduction Group B,69
B,0.9,-1,-1,0.415196452357427,0,3,Single Introduction Group B,69
A,1,0.636363636363637,0.194308433844257,0.896265401375126,18,22,Single Introduction Group B,69
B,1,-1,-1,0.204729271232949,0,4,Single Introduction Group B,69
A,0.7,1,-1,1,6,6,Single Introduction Group B,70
B,0.7,1,1,1,,,Single Introduction Group B,70
A,0.8,1,-1,1,7,7,Single Introduction Group B,70
B,0.8,-1,-1,0.95,0,1,Single Introduction Group B,70
A,0.9,0.8,0.109967765943609,0.994942842911076,9,10,Single Introduction Group B,70
B,0.9,-1,-1,0.415196452357427,0,3,Single Introduction Group B,70
A,1,0.882352941176471,0.426221206665559,0.997023651217467,16,17,Single Introduction Group B,70
B,1,-1,-1,0.415196452357427,0,3,Single Introduction Group B,70
A,0.7,-1,-1,-1,12,13,Single Introduction Group B,71
B,0.7,1,1,1,,,Single Introduction Group B,71
A,0.8,-1,-1,-1,15,16,Single Introduction Group B,71
B,0.8,1,1,1,,,Single Introduction Group B,71
A,0.9,-1,-1,-1,20,22,Single Introduction Group B,71
B,0.9,1,1,1,,,Single Introduction Group B,71
A,1,-1,-1,-1,23,26,Single Introduction Group B,71
B,1,-1,-1,0.95,0,1,Single Introduction Group B,71
A,0.7,1,-1,1,8,8,Single Introduction Group B,72
B,0.7,1,1,1,,,Single Introduction Group B,72
A,0.8,1,-1,1,9,9,Single Introduction Group B,72
B,0.8,1,1,1,,,Single Introduction Group B,72
A,0.9,1,-1,1,10,10,Single Introduction Group B,72
B,0.9,1,1,1,,,Single Introduction Group B,72
A,1,1,-1,1,11,11,Single Introduction Group B,72
B,1,1,1,1,,,Single Introduction Group B,72
A,0.7,-1,-1,-1,10,11,Single Introduction Group B,73
B,0.7,1,1,1,,,Single Introduction Group B,73
A,0.8,-1,-1,-1,11,13,Single Introduction Group B,73
B,0.8,1,1,1,,,Single Introduction Group B,73
A,0.9,0.7,0.242146346909372,0.935858125629073,17,20,Single Introduction Group B,73
B,0.9,1,1,1,,,Single Introduction Group B,73
A,1,0.666666666666667,0.252316573022635,0.905292746785486,20,24,Single Introduction Group B,73
B,1,-1,-1,0.95,0,1,Single Introduction Group B,73
A,0.7,1,-1,1,5,5,Single Introduction Group B,74
B,0.7,1,1,1,,,Single Introduction Group B,74
A,0.8,1,-1,1,10,10,Single Introduction Group B,74
B,0.8,1,1,1,,,Single Introduction Group B,74
A,0.9,1,-1,1,13,13,Single Introduction Group B,74
B,0.9,1,1,1,,,Single Introduction Group B,74
A,1,-1,-1,-1,17,18,Single Introduction Group B,74
B,1,-1,-1,0.95,0,1,Single Introduction Group B,74
A,0.7,0.75,-0.0530193417504132,0.993680552937496,7,8,Single Introduction Group B,75
B,0.7,-1,-1,0.683772233983162,0,2,Single Introduction Group B,75
A,0.8,0.777777777777778,0.035006970165326,0.994381726506802,8,9,Single Introduction Group B,75
B,0.8,-1,-1,0.683772233983162,0,2,Single Introduction Group B,75
A,0.9,0.8,0.109967765943609,0.994942842911076,9,10,Single Introduction Group B,75
B,0.9,-1,-1,0.683772233983162,0,2,Single Introduction Group B,75
A,1,0.833333333333333,0.230407669698112,0.99578481353628,11,12,Single Introduction Group B,75
B,1,-1,-1,0.204729271232949,0,4,Single Introduction Group B,75
A,0.7,1,-1,1,7,7,Single Introduction Group B,76
B,0.7,1,1,1,,,Single Introduction Group B,76
A,0.8,1,-1,1,9,9,Single Introduction Group B,76
B,0.8,1,1,1,,,Single Introduction Group B,76
A,0.9,-1,-1,-1,13,14,Single Introduction Group B,76
B,0.9,1,1,1,,,Single Introduction Group B,76
A,1,-1,-1,-1,17,18,Single Introduction Group B,76
B,1,-1,-1,0.683772233983162,0,2,Single Introduction Group B,76
A,0.7,1,1,1,,,Single Introduction Group B,77
B,0.7,1,1,1,,,Single Introduction Group B,77
A,0.8,1,1,1,,,Single Introduction Group B,77
B,0.8,1,1,1,,,Single Introduction Group B,77
A,0.9,1,1,1,,,Single Introduction Group B,77
B,0.9,1,1,1,,,Single Introduction Group B,77
A,1,1,1,1,,,Single Introduction Group B,77
B,1,1,1,1,,,Single Introduction Group B,77
A,0.7,0.6,-0.432835872236179,0.989898473241064,4,5,Single Introduction Group B,78
B,0.7,1,-0.95,1,1,1,Single Introduction Group B,78
A,0.8,0.714285714285714,-0.15744639408639,0.992779406276199,6,7,Single Introduction Group B,78
B,0.8,0,-0.97484176581315,0.97484176581315,1,2,Single Introduction Group B,78
A,0.9,0.6,-0.112190924615283,0.949578547346333,8,10,Single Introduction Group B,78
B,0.9,0,-0.97484176581315,0.97484176581315,1,2,Single Introduction Group B,78
A,1,0.764705882352941,0.271181675797499,0.970841366319395,15,17,Single Introduction Group B,78
B,1,-0.6,-0.989898473241064,0.432835872236179,1,5,Single Introduction Group B,78
A,0.7,1,-1,1,5,5,Single Introduction Group B,79
B,0.7,1,1,1,,,Single Introduction Group B,79
A,0.8,-1,-1,-1,7,8,Single Introduction Group B,79
B,0.8,1,1,1,,,Single Introduction Group B,79
A,0.9,-1,-1,-1,9,11,Single Introduction Group B,79
B,0.9,1,1,1,,,Single Introduction Group B,79
A,1,0.8,0.366034571961835,0.97530294565941,18,20,Single Introduction Group B,79
B,1,1,1,1,,,Single Introduction Group B,79
A,0.7,0.714285714285714,-0.15744639408639,0.992779406276199,6,7,Single Introduction Group B,80
B,0.7,-1,-1,0.95,0,1,Single Introduction Group B,80
A,0.8,0.8,0.109967765943609,0.994942842911076,9,10,Single Introduction Group B,80
B,0.8,-1,-1,0.95,0,1,Single Introduction Group B,80
A,0.9,0.833333333333333,0.230407669698112,0.99578481353628,11,12,Single Introduction Group B,80
B,0.9,-1,-1,0.95,0,1,Single Introduction Group B,80
A,1,0.882352941176471,0.426221206665559,0.997023651217467,16,17,Single Introduction Group B,80
B,1,-1,-1,0.95,0,1,Single Introduction Group B,80
A,0.7,-1,-1,-1,8,9,Single Introduction Group B,81
B,0.7,1,1,1,,,Single Introduction Group B,81
A,0.8,0.8,0.109967765943609,0.994942842911076,9,10,Single Introduction Group B,81
B,0.8,-1,-1,0.683772233983162,0,2,Single Introduction Group B,81
A,0.9,0.714285714285714,0.143741678180602,0.964410969033617,12,14,Single Introduction Group B,81
B,0.9,-1,-1,0.683772233983162,0,2,Single Introduction Group B,81
A,1,0.684210526315789,0.208430897466652,0.932347501996471,16,19,Single Introduction Group B,81
B,1,-1,-1,0.683772233983162,0,2,Single Introduction Group B,81
A,0.7,-1,-1,-1,5,6,Single Introduction Group B,82
B,0.7,1,1,1,,,Single Introduction Group B,82
A,0.8,-1,-1,-1,6,7,Single Introduction Group B,82
B,0.8,1,1,1,,,Single Introduction Group B,82
A,0.9,0.777777777777778,0.035006970165326,0.994381726506802,8,9,Single Introduction Group B,82
B,0.9,-1,-1,0.95,0,1,Single Introduction Group B,82
A,1,0.777777777777778,0.305759122782656,0.972497568671271,16,18,Single Introduction Group B,82
B,1,-1,-1,0.683772233983162,0,2,Single Introduction Group B,82
A,0.7,0.75,-0.0530193417504132,0.993680552937496,7,8,Single Introduction Group B,83
B,0.7,1,1,1,,,Single Introduction Group B,83
A,0.8,0.818181818181818,0.174440166023235,0.995402055572372,10,11,Single Introduction Group B,83
B,0.8,-1,-1,0.95,0,1,Single Introduction Group B,83
A,0.9,0.846153846153846,0.279405129464245,0.996108743005307,12,13,Single Introduction Group B,83
B,0.9,-1,-1,0.95,0,1,Single Introduction Group B,83
A,1,0.619047619047619,0.161867917632944,0.891072863643186,17,21,Single Introduction Group B,83
B,1,-1,-1,0.95,0,1,Single Introduction Group B,83
A,0.7,-1,-1,-1,5,6,Single Introduction Group B,84
B,0.7,1,1,1,,,Single Introduction Group B,84
A,0.8,-1,-1,-1,8,10,Single Introduction Group B,84
B,0.8,1,1,1,,,Single Introduction Group B,84
A,0.9,-1,-1,-1,11,14,Single Introduction Group B,84
B,0.9,1,1,1,,,Single Introduction Group B,84
A,1,-1,-1,-1,14,18,Single Introduction Group B,84
B,1,-1,-1,0.415196452357427,0,3,Single Introduction Group B,84
A,0.7,0.6,-0.432835872236179,0.989898473241064,4,5,Single Introduction Group B,85
B,0.7,-0.333333333333333,-0.983192482680775,0.811401351899508,1,3,Single Introduction Group B,85
A,0.8,0.666666666666667,-0.28246915799535,0.991578510971021,5,6,Single Introduction Group B,85
B,0.8,-0.6,-0.989898473241064,0.432835872236179,1,5,Single Introduction Group B,85
A,0.9,0.833333333333333,0.230407669698112,0.99578481353628,11,12,Single Introduction Group B,85
B,0.9,-0.6,-0.989898473241064,0.432835872236179,1,5,Single Introduction Group B,85
A,1,0.733333333333333,0.190794606793256,0.966848173119833,13,15,Single Introduction Group B,85
B,1,-0.714285714285714,-0.992779406276199,0.15744639408639,1,7,Single Introduction Group B,85
A,0.7,1,-1,1,7,7,Single Introduction Group B,86
B,0.7,1,1,1,,,Single Introduction Group B,86
A,0.8,1,-1,1,13,13,Single Introduction Group B,86
B,0.8,1,1,1,,,Single Introduction Group B,86
A,0.9,-1,-1,-1,15,17,Single Introduction Group B,86
B,0.9,1,1,1,,,Single Introduction Group B,86
